ip,lat,lon,city,country
213.14.235.1,39.9199,32.8543,Ankara,TR
176.236.42.186,39.9199,32.8543,Ankara,TR
212.156.58.10,40.1956,29.0601,Bursa,TR
78.171.241.92,40.7358,31.6061,Bolu,TR
176.220.192.20,40.1956,29.0601,Bursa,TR
88.231.132.82,40.7806,30.4033,Adapazarı,TR
85.107.72.115,38.4127,27.1384,İzmir,TR
85.106.186.90,38.7322,35.4853,Kayseri,TR
92.45.44.201,41.0289,37.4998,Fatsa,TR
95.183.131.18,40.2563,40.2229,Bayburt,TR
37.155.12.29,36.9081,30.6956,Antalya,TR
5.47.171.123,37.9136,40.2172,Diyarbakır,TR
5.47.176.54,37.9136,40.2172,Diyarbakır,TR
188.132.140.225,41.0138,28.9497,Istanbul,TR
88.249.29.159,37.0594,37.3825,Gaziantep,TR
5.177.185.255,39.9086,41.2769,Erzurum,TR
95.5.186.99,41.0138,28.9497,Istanbul,TR
178.201.242.146,51.3167,9.5,Kassel,DE
46.2.168.191,41.2863,27.9994,Çerkezköy,TR
88.234.226.139,37.7644,30.5522,Isparta,TR
88.241.170.249,39.8453,33.5064,Kırıkkale,TR
176.40.1.69,39.9199,32.8543,Ankara,TR
78.173.32.22,37.0594,37.3825,Gaziantep,TR
78.185.225.144,38.4127,27.1384,İzmir,TR
176.236.196.173,39.9199,32.8543,Ankara,TR
5.177.232.139,39.9199,32.8543,Ankara,TR
78.163.98.13,41.0138,28.9497,Istanbul,TR
78.190.101.28,39.7767,30.5206,Eskişehir,TR
88.246.198.159,41.0138,28.9497,Istanbul,TR
88.244.188.63,38.6735,29.4058,Uşak,TR
88.255.43.104,37.8842,32.4922,Selçuklu,TR
31.142.228.158,39.9199,32.8543,Ankara,TR
159.146.84.234,38.7322,35.4853,Kayseri,TR
88.234.218.77,37.7644,30.5522,Isparta,TR
109.36.234.128,51.9225,4.4792,Rotterdam,NL
85.102.11.200,41.0138,28.9497,Istanbul,TR
195.175.82.166,40.1956,29.0601,Bursa,TR
176.240.166.235,38.4127,27.1384,İzmir,TR
5.177.141.19,39.9199,32.8543,Ankara,TR
88.254.5.181,41.0138,28.9497,Istanbul,TR
18.195.122.215,50.1155,8.6842,Frankfurt am Main,DE
185.169.183.4,41.0138,28.9497,Istanbul,TR
178.247.86.107,40.1956,29.0601,Bursa,TR
88.230.164.31,38.4127,27.1384,İzmir,TR
176.216.114.189,38.4127,27.1384,İzmir,TR
88.245.192.75,41.0138,28.9497,Istanbul,TR
37.155.135.174,37.9136,40.2172,Diyarbakır,TR
94.235.46.163,41.2798,36.3361,Samsun,TR
92.44.148.4,41.0138,28.9497,Istanbul,TR
176.55.38.139,41.0138,28.9497,Istanbul,TR
95.90.237.50,52.5244,13.4105,Berlin,DE
176.240.101.114,37.8713,32.4846,Konya,TR
5.177.179.123,39.9086,41.2769,Erzurum,TR
66.249.83.7,35.2271,-80.8431,Charlotte,US
37.154.93.107,36.9862,35.3253,Adana,TR
95.8.170.160,41.0138,28.9497,Istanbul,TR
31.155.122.118,41.0138,28.9497,Istanbul,TR
45.11.42.168,36.5438,31.9998,Alanya,TR
81.213.87.100,37.8713,32.4846,Konya,TR
188.3.64.9,38.7322,35.4853,Kayseri,TR
193.255.55.236,37.7742,29.0875,Denizli,TR
46.196.76.230,41.0138,28.9497,Istanbul,TR
46.155.204.60,39.9199,32.8543,Ankara,TR
85.105.10.27,39.9199,32.8543,Ankara,TR
109.120.133.12,59.3294,18.0687,Stockholm,SE
88.247.159.183,41.2798,36.3361,Samsun,TR
149.86.143.131,37.8842,32.4922,Selçuklu,TR
88.247.158.240,38.7322,35.4853,Kayseri,TR
119.235.118.198,37.95,58.3833,Ashgabat,TM
88.236.114.239,38.6743,39.2232,Elazığ,TR
81.215.201.139,41.0138,28.9497,Istanbul,TR
94.55.204.209,37.8713,32.4846,Konya,TR
31.223.96.49,38.4127,27.1384,İzmir,TR
5.27.197.164,38.4127,27.1384,İzmir,TR
24.133.90.123,39.7767,30.5206,Eskişehir,TR
88.232.57.48,40.1419,29.9793,Bilecik,TR
176.30.251.18,41.2798,36.3361,Samsun,TR
81.214.10.206,39.8453,33.5064,Kırıkkale,TR
212.253.199.227,38.4127,27.1384,İzmir,TR
46.221.19.74,36.9081,30.6956,Antalya,TR
38.60.255.110,41.0138,28.9497,Istanbul,TR
78.173.94.139,40.1956,29.0601,Bursa,TR
88.255.43.107,37.8842,32.4922,Selçuklu,TR
46.196.96.20,41.0138,28.9497,Istanbul,TR
31.141.85.170,41.0138,28.9497,Istanbul,TR
78.172.196.49,36.9862,35.3253,Adana,TR
31.223.33.140,39.9199,32.8543,Ankara,TR
37.154.96.85,36.9862,35.3253,Adana,TR
212.252.116.167,38.4127,27.1384,İzmir,TR
95.0.186.73,40.9357,29.1551,Maltepe,TR
81.214.187.29,36.9862,35.3253,Adana,TR
79.123.226.41,40.1419,29.9793,Bilecik,TR
78.172.219.154,41.0138,28.9497,Istanbul,TR
88.238.61.152,38.4127,27.1384,İzmir,TR
212.156.92.186,41.5842,32.6414,Ulus,TR
78.164.164.42,40.5983,43.0855,Kars,TR
176.30.191.85,39.9199,32.8543,Ankara,TR
23.137.105.173,39.13,-94.5622,North Kansas City,US
46.154.120.105,38.7322,35.4853,Kayseri,TR
95.12.6.117,37.3302,42.1848,Cizre,TR
212.253.173.133,36.9862,35.3253,Adana,TR
88.230.87.183,40.7806,30.4033,Adapazarı,TR
78.166.156.10,37.0594,37.3825,Gaziantep,TR
176.54.180.181,38.4127,27.1384,İzmir,TR
176.237.222.73,37.1671,38.7939,Şanlıurfa,TR
88.253.183.76,41.2798,36.3361,Samsun,TR
78.163.171.221,41.0138,28.9497,Istanbul,TR
178.241.189.73,36.9862,35.3253,Adana,TR
84.51.15.243,37.8713,32.4846,Konya,TR
212.175.133.30,38.4127,27.1384,İzmir,TR
77.68.55.95,51.5085,-0.1257,London,GB
37.154.90.135,36.9862,35.3253,Adana,TR
46.106.227.133,41.0138,28.9497,Istanbul,TR
88.245.104.6,39.4242,29.9833,Kütahya,TR
78.188.43.29,41.0138,28.9497,Istanbul,TR
5.176.133.113,39.9199,32.8543,Ankara,TR
149.140.16.163,39.9199,32.8543,Ankara,TR
212.253.212.179,38.4127,27.1384,İzmir,TR
176.54.253.68,38.4127,27.1384,İzmir,TR
78.190.157.175,41.0138,28.9497,Istanbul,TR
159.146.121.58,41.2798,36.3361,Samsun,TR
185.77.90.131,36.4887,36.1949,Belen,TR
178.241.147.93,36.9862,35.3253,Adana,TR
212.47.137.253,40.5897,49.6686,Sumqayıt,AZ
212.156.17.26,41.0138,28.9497,Istanbul,TR
78.163.177.100,37.8713,32.4846,Konya,TR
78.169.209.28,39.7147,43.0401,Ağrı,TR
176.54.73.38,41.0138,28.9497,Istanbul,TR
51.159.225.198,52.3808,4.6368,Haarlem,NL
85.105.73.57,40.1956,29.0601,Bursa,TR
5.47.9.210,38.4127,27.1384,İzmir,TR
82.222.11.65,37.0594,37.3825,Gaziantep,TR
212.175.170.220,41.0138,28.9497,Istanbul,TR
176.54.111.213,41.0138,28.9497,Istanbul,TR
46.154.119.176,38.7322,35.4853,Kayseri,TR
38.10.70.19,37.8842,32.4922,Selçuklu,TR
78.169.189.151,41.0138,28.9497,Istanbul,TR
176.240.84.143,39.7392,39.4901,Erzincan,TR
212.175.225.158,36.812,34.6389,Mersin,TR
176.42.134.240,41.0138,28.9497,Istanbul,TR
149.140.190.13,37.5847,36.9264,Kahramanmaraş,TR
94.55.44.142,41.0138,28.9497,Istanbul,TR
81.215.76.160,41.3781,33.7753,Kastamonu,TR
77.204.104.227,48.8534,2.3488,Paris,FR
78.187.176.45,36.9862,35.3253,Adana,TR
95.0.67.86,39.9199,32.8543,Ankara,TR
176.235.184.229,40.6308,33.6953,İnaç,TR
151.135.210.28,38.4127,27.1384,İzmir,TR
88.255.225.19,37.8713,32.4846,Konya,TR
5.229.74.130,38.612,27.4265,Manisa,TR
31.223.95.47,40.1956,29.0601,Bursa,TR
78.189.195.80,40.1956,29.0601,Bursa,TR
79.240.108.35,51.7191,8.7544,Paderborn,DE
78.173.18.241,38.7567,30.5433,Afyonkarahisar,TR
95.70.248.213,40.7806,30.4033,Adapazarı,TR
88.227.90.219,37.9136,40.2172,Diyarbakır,TR
85.153.235.254,36.9862,35.3253,Adana,TR
88.238.13.44,41.005,39.7269,Trabzon,TR
85.110.226.213,39.82,34.8044,Yozgat,TR
188.3.3.16,38.7322,35.4853,Kayseri,TR
37.155.179.21,37.9136,40.2172,Diyarbakır,TR
78.174.212.10,39.9199,32.8543,Ankara,TR
212.2.212.212,41.0138,28.9497,Istanbul,TR
78.186.53.234,41.0138,28.9497,Istanbul,TR
78.166.182.10,37.0594,37.3825,Gaziantep,TR
217.131.108.38,39.9199,32.8543,Ankara,TR
81.214.113.116,41.0138,28.9497,Istanbul,TR
213.74.191.170,39.9199,32.8543,Ankara,TR
176.88.31.51,39.9199,32.8543,Ankara,TR
176.220.173.141,38.4127,27.1384,İzmir,TR
78.190.3.82,41.2826,31.4181,Ereğli,TR
81.215.60.91,38.7322,35.4853,Kayseri,TR
159.146.27.43,38.6743,39.2232,Elazığ,TR
85.106.105.33,39.6492,27.8861,Balıkesir,TR
88.230.175.196,40.7806,30.4033,Adapazarı,TR
178.246.115.249,36.9862,35.3253,Adana,TR
88.236.122.232,38.6743,39.2232,Elazığ,TR
193.140.127.72,39.9199,32.8543,Ankara,TR
88.238.13.62,41.005,39.7269,Trabzon,TR
87.123.196.255,51.2217,6.7762,Düsseldorf,DE
77.67.254.235,38.3502,38.3167,Malatya,TR
85.106.152.39,36.9862,35.3253,Adana,TR
46.221.238.145,36.812,34.6389,Mersin,TR
78.177.130.174,38.7567,30.5433,Afyonkarahisar,TR
88.243.194.14,41.0138,28.9497,Istanbul,TR
46.154.207.144,37.1671,38.7939,Şanlıurfa,TR
188.119.60.86,41.0138,28.9497,Istanbul,TR
46.1.184.133,41.0138,28.9497,Istanbul,TR
176.220.129.114,38.4127,27.1384,İzmir,TR
176.216.182.215,39.9199,32.8543,Ankara,TR
95.6.127.70,41.2798,36.3361,Samsun,TR
88.242.181.244,37.9293,41.9413,Siirt,TR
78.190.106.249,38.4127,27.1384,İzmir,TR
94.235.125.199,40.1956,29.0601,Bursa,TR
157.90.104.32,50.4779,12.3713,Falkenstein,DE
176.220.13.103,39.9086,41.2769,Erzurum,TR
37.154.97.40,36.9862,35.3253,Adana,TR
88.244.23.82,39.9199,32.8543,Ankara,TR
88.236.100.117,39.9086,41.2769,Erzurum,TR
176.88.31.12,39.9199,32.8543,Ankara,TR
5.229.187.255,41.1083,29.0183,Çubuklu,TR
88.242.69.204,40.1956,29.0601,Bursa,TR
88.230.76.79,41.0138,28.9497,Istanbul,TR
88.236.164.189,37.9136,40.2172,Diyarbakır,TR
88.240.177.55,39.9199,32.8543,Ankara,TR
176.219.243.194,39.9199,32.8543,Ankara,TR
159.146.71.229,37.8713,32.4846,Konya,TR
37.154.12.25,37.0594,37.3825,Gaziantep,TR
178.233.71.15,41.0138,28.9497,Istanbul,TR
176.54.94.124,41.0138,28.9497,Istanbul,TR
94.54.242.45,37.8713,32.4846,Konya,TR
37.26.32.84,40.3777,49.892,Baku,AZ
31.223.77.87,41.0138,28.9497,Istanbul,TR
178.246.44.210,36.9862,35.3253,Adana,TR
176.43.26.67,41.0138,28.9497,Istanbul,TR
79.123.160.186,41.0208,40.5219,Rize,TR
95.0.225.182,41.4017,27.3575,Lüleburgaz,TR
88.236.183.140,39.7483,37.0161,Sivas,TR
88.236.195.34,36.5872,36.1735,İskenderun,TR
176.227.54.245,41.0138,28.9497,Istanbul,TR
78.174.96.116,37.8713,32.4846,Konya,TR
88.229.195.9,40.3139,36.5544,Tokat,TR
176.220.206.212,40.1956,29.0601,Bursa,TR
88.254.71.95,39.9199,32.8543,Ankara,TR
146.19.215.193,49.4453,11.0222,Nürnberg,DE
88.254.4.138,41.0138,28.9497,Istanbul,TR
5.176.105.175,38.4127,27.1384,İzmir,TR
93.188.83.116,41.2647,69.2163,Tashkent,UZ
88.238.53.82,38.612,27.4265,Manisa,TR
178.247.19.89,40.9479,29.1512,Maltepe,TR
151.135.70.108,41.0138,28.9497,Istanbul,TR
92.44.27.237,39.9199,32.8543,Ankara,TR
31.223.33.200,39.9199,32.8543,Ankara,TR
85.96.209.53,37.8713,32.4846,Konya,TR
37.155.10.42,36.9081,30.6956,Antalya,TR
5.229.162.255,41.1083,29.0183,Çubuklu,TR
172.104.31.129,40.822,-74.4488,Cedar Knolls,US
78.181.14.26,41.0138,28.9497,Istanbul,TR
178.243.86.233,41.0138,28.9497,Istanbul,TR
78.163.187.177,37.8713,32.4846,Konya,TR
85.105.71.218,39.9199,32.8543,Ankara,TR
195.174.132.129,41.0138,28.9497,Istanbul,TR
84.51.15.34,41.0138,28.9497,Istanbul,TR
176.237.65.12,41.0138,28.9497,Istanbul,TR
176.88.132.240,41.0138,28.9497,Istanbul,TR
172.104.31.128,40.822,-74.4488,Cedar Knolls,US
88.228.252.37,39.9199,32.8543,Ankara,TR
78.168.46.29,39.9086,41.2769,Erzurum,TR
88.240.182.119,39.9199,32.8543,Ankara,TR
85.108.57.74,37.0594,37.3825,Gaziantep,TR
176.233.26.160,39.9199,32.8543,Ankara,TR
188.3.69.23,38.625,34.7122,Nevşehir,TR
78.188.63.10,38.6743,39.2232,Elazığ,TR
5.176.100.123,38.4127,27.1384,İzmir,TR
176.88.39.177,39.9199,32.8543,Ankara,TR
78.190.7.186,41.4514,31.7931,Zonguldak,TR
88.241.79.92,37.845,27.8396,Aydın,TR
78.174.79.156,37.5847,36.9264,Kahramanmaraş,TR
91.93.234.117,41.0138,28.9497,Istanbul,TR
176.216.128.124,38.4127,27.1384,İzmir,TR
46.221.238.215,37.9658,34.6793,Niğde,TR
45.33.94.178,40.822,-74.4488,Cedar Knolls,US
2.69.25.206,57.7072,11.9668,Göteborg,SE
81.214.11.62,39.8453,33.5064,Kırıkkale,TR
151.135.167.92,39.9199,32.8543,Ankara,TR
78.174.102.159,40.765,29.9293,İzmit,TR
78.179.161.86,41.0138,28.9497,Istanbul,TR
176.41.35.69,38.4127,27.1384,İzmir,TR
5.46.106.153,39.9199,32.8543,Ankara,TR
178.247.20.218,38.4946,43.3832,Van,TR
3.229.248.49,39.0437,-77.4875,Ashburn,US
176.227.37.17,41.0138,28.9497,Istanbul,TR
78.170.54.30,41.3781,33.7753,Kastamonu,TR
151.135.204.69,38.4127,27.1384,İzmir,TR
78.162.46.210,36.9081,30.6956,Antalya,TR
176.240.133.205,40.1956,29.0601,Bursa,TR
78.188.109.109,41.0138,28.9497,Istanbul,TR
78.165.63.130,41.0208,40.5219,Rize,TR
188.119.54.120,41.0138,28.9497,Istanbul,TR
212.253.181.248,36.9862,35.3253,Adana,TR
95.0.232.71,39.9619,32.8612,Ankara,TR
85.96.4.30,41.0138,28.9497,Istanbul,TR
78.161.142.215,38.3725,34.0254,Aksaray,TR
78.190.148.173,41.0138,28.9497,Istanbul,TR
78.167.7.66,38.4127,27.1384,İzmir,TR
172.104.31.100,40.822,-74.4488,Cedar Knolls,US
176.237.232.139,40.1956,29.0601,Bursa,TR
46.106.172.2,39.9199,32.8543,Ankara,TR
94.55.173.99,37.8713,32.4846,Konya,TR
5.176.4.158,36.9081,30.6956,Antalya,TR
176.220.33.125,41.2798,36.3361,Samsun,TR
88.234.210.151,37.7644,30.5522,Isparta,TR
5.176.2.10,36.9081,30.6956,Antalya,TR
78.190.233.249,40.1555,26.4127,Çanakkale,TR
188.57.13.44,40.9479,29.1512,Maltepe,TR
212.47.130.143,40.5897,49.6686,Sumqayıt,AZ
212.154.118.106,41.0138,28.9497,Istanbul,TR
31.145.243.176,37.0594,37.3825,Gaziantep,TR
5.229.115.222,38.7322,35.4853,Kayseri,TR
88.234.218.86,37.7644,30.5522,Isparta,TR
46.221.220.20,41.0138,28.9497,Istanbul,TR
88.234.219.41,37.7644,30.5522,Isparta,TR
88.230.92.193,41.0138,28.9497,Istanbul,TR
5.46.98.234,39.9199,32.8543,Ankara,TR
141.98.252.182,51.5085,-0.1257,London,GB
176.233.26.186,39.9199,32.8543,Ankara,TR
5.25.167.6,38.4127,27.1384,İzmir,TR
5.176.104.187,38.4127,27.1384,İzmir,TR
87.181.158.120,50.0826,8.2493,Wiesbaden,DE
217.131.97.22,39.9199,32.8543,Ankara,TR
88.229.156.222,41.0138,28.9497,Istanbul,TR
38.41.52.41,39.9199,32.8543,Ankara,TR
188.124.5.125,40.0781,29.5133,İnegol,TR
78.190.128.166,40.8028,29.4307,Gebze,TR
31.223.43.247,39.9199,32.8543,Ankara,TR
185.93.53.186,36.812,34.6389,Mersin,TR
37.154.121.117,38.7322,35.4853,Kayseri,TR
46.196.75.15,41.0138,28.9497,Istanbul,TR
31.206.171.240,41.0138,28.9497,Istanbul,TR
46.2.234.62,41.0138,28.9497,Istanbul,TR
81.214.112.209,41.0138,28.9497,Istanbul,TR
188.57.83.69,40.1956,29.0601,Bursa,TR
38.109.228.46,48.8534,2.3488,Paris,FR
31.223.49.37,41.0138,28.9497,Istanbul,TR
78.185.225.240,38.4127,27.1384,İzmir,TR
78.164.69.24,40.5489,34.9533,Çorum,TR
149.86.141.163,37.8842,32.4922,Selçuklu,TR
78.170.111.127,36.9862,35.3253,Adana,TR
88.254.9.99,41.0138,28.9497,Istanbul,TR
78.188.230.130,36.9862,35.3253,Adana,TR
149.50.245.101,41.0138,28.9497,Istanbul,TR
88.230.72.4,41.0138,28.9497,Istanbul,TR
104.28.212.150,41.0138,28.9497,Istanbul,TR
193.170.78.2,48.3833,16.2167,Stockerau,AT
94.123.221.76,41.0138,28.9497,Istanbul,TR
176.233.19.47,41.0138,28.9497,Istanbul,TR
78.189.85.62,41.0138,28.9497,Istanbul,TR
46.154.217.59,37.1671,38.7939,Şanlıurfa,TR
78.186.10.173,41.005,39.7269,Trabzon,TR
46.1.187.62,41.0138,28.9497,Istanbul,TR
46.221.156.100,41.0138,28.9497,Istanbul,TR
159.146.55.247,41.0138,28.9497,Istanbul,TR
176.233.181.98,38.4127,27.1384,İzmir,TR
78.190.1.41,41.4319,31.7458,Kozlu,TR
95.70.146.4,41.0138,28.9497,Istanbul,TR
37.18.97.64,41.0138,28.9497,Istanbul,TR
213.186.157.113,37.5847,36.9264,Kahramanmaraş,TR
176.237.99.156,39.9199,32.8543,Ankara,TR
195.174.69.213,39.9199,32.8543,Ankara,TR
46.154.48.85,39.9199,32.8543,Ankara,TR
31.223.13.125,39.9199,32.8543,Ankara,TR
104.28.129.24,52.5244,13.4105,Berlin,DE
176.220.36.233,41.2798,36.3361,Samsun,TR
176.220.1.232,39.9086,41.2769,Erzurum,TR
178.233.137.130,39.9086,41.2769,Erzurum,TR
78.191.42.53,41.0138,28.9497,Istanbul,TR
88.245.224.28,37.0594,37.3825,Gaziantep,TR
95.1.186.236,40.765,29.9293,İzmit,TR
88.236.96.11,39.9086,41.2769,Erzurum,TR
159.146.43.59,41.0138,28.9497,Istanbul,TR
24.133.154.38,37.7742,29.0875,Denizli,TR
95.7.9.34,39.9199,32.8543,Ankara,TR
212.156.42.110,41.0138,28.9497,Istanbul,TR
78.184.62.110,41.0138,28.9497,Istanbul,TR
46.1.132.208,41.0138,28.9497,Istanbul,TR
88.236.179.1,39.7483,37.0161,Sivas,TR
151.250.40.101,41.0138,28.9497,Istanbul,TR
94.54.31.38,39.9199,32.8543,Ankara,TR
78.182.147.246,41.0138,28.9497,Istanbul,TR
5.47.171.116,37.9136,40.2172,Diyarbakır,TR
78.177.129.151,38.7567,30.5433,Afyonkarahisar,TR
212.253.214.104,38.4127,27.1384,İzmir,TR
5.176.192.188,37.9136,40.2172,Diyarbakır,TR
85.110.4.75,39.9199,32.8543,Ankara,TR
178.246.177.94,41.0138,28.9497,Istanbul,TR
88.230.232.84,38.4127,27.1384,İzmir,TR
78.167.7.100,38.4127,27.1384,İzmir,TR
78.170.206.218,37.0742,36.2478,Osmaniye,TR
91.5.204.3,48.5498,8.7237,Nagold,DE
31.223.50.4,39.9199,32.8543,Ankara,TR
78.182.157.5,41.0138,28.9497,Istanbul,TR
88.227.149.216,39.9199,32.8543,Ankara,TR
46.1.105.47,38.7322,35.4853,Kayseri,TR
88.248.137.15,41.0138,28.9497,Istanbul,TR
149.34.210.72,41.0138,28.9497,Istanbul,TR
5.176.177.140,40.1956,29.0601,Bursa,TR
24.133.128.180,41.0138,28.9497,Istanbul,TR
88.228.21.59,40.8389,31.1639,Düzce,TR
176.219.79.55,36.9862,35.3253,Adana,TR
78.190.25.7,39.7767,30.5206,Eskişehir,TR
88.230.233.69,38.4127,27.1384,İzmir,TR
78.177.165.201,41.0138,28.9497,Istanbul,TR
176.240.103.195,37.8713,32.4846,Konya,TR
37.154.183.243,41.0138,28.9497,Istanbul,TR
5.176.135.65,39.9199,32.8543,Ankara,TR
176.54.64.15,41.0138,28.9497,Istanbul,TR
178.170.184.26,39.9199,32.8543,Ankara,TR
31.223.51.13,41.0138,28.9497,Istanbul,TR
217.131.101.69,39.9199,32.8543,Ankara,TR
176.33.96.171,36.9862,35.3253,Adana,TR
5.47.189.249,37.9136,40.2172,Diyarbakır,TR
78.176.235.161,39.82,34.8044,Yozgat,TR
88.233.249.61,39.9199,32.8543,Ankara,TR
78.173.17.163,38.7567,30.5433,Afyonkarahisar,TR
85.106.153.93,36.9862,35.3253,Adana,TR
5.177.132.122,39.9199,32.8543,Ankara,TR
176.54.137.230,36.9081,30.6956,Antalya,TR
78.166.149.139,37.0594,37.3825,Gaziantep,TR
78.190.157.89,41.0138,28.9497,Istanbul,TR
78.171.177.137,41.0138,28.9497,Istanbul,TR
176.220.148.13,38.4127,27.1384,İzmir,TR
78.175.233.233,39.9199,32.8543,Ankara,TR
88.246.197.59,41.0138,28.9497,Istanbul,TR
85.107.73.156,38.4127,27.1384,İzmir,TR
212.253.189.40,36.9862,35.3253,Adana,TR
88.230.45.192,38.7322,35.4853,Kayseri,TR
176.33.109.179,36.9862,35.3253,Adana,TR
37.155.142.167,37.9136,40.2172,Diyarbakır,TR
88.236.175.245,37.9136,40.2172,Diyarbakır,TR
176.88.29.203,39.9199,32.8543,Ankara,TR
88.230.153.163,38.4127,27.1384,İzmir,TR
176.227.4.76,41.0138,28.9497,Istanbul,TR
46.196.248.52,41.0138,28.9497,Istanbul,TR
78.177.164.15,41.0138,28.9497,Istanbul,TR
78.174.80.183,37.9658,34.6793,Niğde,TR
78.190.244.238,38.3502,38.3167,Malatya,TR
78.186.229.75,41.2508,32.6942,Safranbolu,TR
141.20.217.162,52.5244,13.4105,Berlin,DE
88.236.180.234,39.7483,37.0161,Sivas,TR
176.233.187.222,39.9199,32.8543,Ankara,TR
88.236.122.138,38.6743,39.2232,Elazığ,TR
46.155.250.32,37.1671,38.7939,Şanlıurfa,TR
78.191.39.155,41.0138,28.9497,Istanbul,TR
88.234.194.149,41.2798,36.3361,Samsun,TR
176.237.87.124,41.0138,28.9497,Istanbul,TR
5.229.23.187,36.9862,35.3253,Adana,TR
46.155.224.222,37.1671,38.7939,Şanlıurfa,TR
84.17.86.162,41.0138,28.9497,Istanbul,TR
176.30.166.70,39.9199,32.8543,Ankara,TR
151.135.7.4,41.0138,28.9497,Istanbul,TR
176.234.12.95,41.0138,28.9497,Istanbul,TR
85.105.186.236,41.0138,28.9497,Istanbul,TR
78.174.216.23,39.9086,41.2769,Erzurum,TR
188.57.17.37,38.3502,38.3167,Malatya,TR
95.7.87.7,38.4946,43.3832,Van,TR
176.236.89.67,40.917,38.3874,Giresun,TR
31.206.108.123,36.9081,30.6956,Antalya,TR
88.236.189.104,39.7483,37.0161,Sivas,TR
176.88.137.84,41.0138,28.9497,Istanbul,TR
78.178.41.106,39.9199,32.8543,Ankara,TR
178.246.103.102,36.9862,35.3253,Adana,TR
78.191.216.92,38.3725,34.0254,Aksaray,TR
88.230.54.68,37.0383,27.4292,Bodrum,TR
146.19.81.109,50.1155,8.6842,Frankfurt am Main,DE
176.238.243.10,39.9199,32.8543,Ankara,TR
176.54.125.119,41.0138,28.9497,Istanbul,TR
62.248.119.189,41.0138,28.9497,Istanbul,TR
149.50.232.203,41.0138,28.9497,Istanbul,TR
176.88.143.161,41.0138,28.9497,Istanbul,TR
176.237.91.16,41.0138,28.9497,Istanbul,TR
88.236.160.201,37.9136,40.2172,Diyarbakır,TR
81.214.37.209,37.9658,34.6793,Niğde,TR
78.173.95.237,40.1956,29.0601,Bursa,TR
85.100.68.128,41.0138,28.9497,Istanbul,TR
151.135.173.200,39.9199,32.8543,Ankara,TR
24.133.12.168,41.0138,28.9497,Istanbul,TR
46.155.242.20,37.5847,36.9264,Kahramanmaraş,TR
94.235.125.203,40.1956,29.0601,Bursa,TR
46.197.74.107,37.0594,37.3825,Gaziantep,TR
78.167.164.98,39.9199,32.8543,Ankara,TR
151.250.13.147,41.0138,28.9497,Istanbul,TR
78.162.42.10,36.9081,30.6956,Antalya,TR
78.166.194.137,41.2049,32.6277,Karabük,TR
78.190.248.45,38.3502,38.3167,Malatya,TR
176.43.180.212,37.0594,37.3825,Gaziantep,TR
195.155.170.55,39.9199,32.8543,Ankara,TR
159.146.86.227,38.7322,35.4853,Kayseri,TR
95.10.200.91,40.765,29.9293,İzmit,TR
195.155.171.2,40.2311,28.8402,Görükle,TR
94.235.225.17,36.9862,35.3253,Adana,TR
78.164.105.26,36.2066,36.1572,Antakya,TR
5.47.203.14,41.0138,28.9497,Istanbul,TR
95.70.165.224,38.4127,27.1384,İzmir,TR
151.135.76.223,41.0138,28.9497,Istanbul,TR
88.240.221.21,38.4826,28.1477,Salihli,TR
88.241.83.131,40.9781,27.511,Tekirdağ,TR
78.182.157.152,41.0138,28.9497,Istanbul,TR
45.84.107.17,59.3294,18.0687,Stockholm,SE
151.250.8.239,41.0138,28.9497,Istanbul,TR
5.47.34.49,36.9862,35.3253,Adana,TR
5.47.186.132,37.9136,40.2172,Diyarbakır,TR
38.60.255.217,41.0138,28.9497,Istanbul,TR
88.226.105.157,41.0138,28.9497,Istanbul,TR
78.176.239.162,39.82,34.8044,Yozgat,TR
78.177.164.54,41.0138,28.9497,Istanbul,TR
95.70.138.170,41.0138,28.9497,Istanbul,TR
31.223.87.194,41.0138,28.9497,Istanbul,TR
78.185.37.249,41.0138,28.9497,Istanbul,TR
188.119.21.234,36.9081,30.6956,Antalya,TR
194.27.224.47,40.7248,31.5437,Karaköy,TR
104.28.244.150,41.0138,28.9497,Istanbul,TR
81.161.59.17,44.4323,26.1063,Bucharest,RO
195.155.170.62,39.9199,32.8543,Ankara,TR
178.244.44.77,39.9199,32.8543,Ankara,TR
5.176.128.78,39.9199,32.8543,Ankara,TR
78.23.147.248,50.9672,4.1844,Opwijk,BE
81.215.223.185,41.0138,28.9497,Istanbul,TR
78.171.192.128,41.0138,28.9497,Istanbul,TR
176.238.255.79,39.9199,32.8543,Ankara,TR
176.33.243.174,39.9199,32.8543,Ankara,TR
78.161.236.237,38.4826,28.1477,Salihli,TR
46.104.59.200,41.0138,28.9497,Istanbul,TR
213.186.151.89,36.9862,35.3253,Adana,TR
95.10.229.0,40.765,29.9293,İzmit,TR
37.154.49.65,37.5847,36.9264,Kahramanmaraş,TR
78.180.226.98,38.4946,43.3832,Van,TR
31.145.83.140,40.715,29.8182,Gölcük,TR
78.170.177.219,37.1671,38.7939,Şanlıurfa,TR
178.233.208.72,38.7322,35.4853,Kayseri,TR
88.230.235.101,38.4127,27.1384,İzmir,TR
172.225.190.194,50.1155,8.6842,Frankfurt am Main,DE
188.119.25.199,41.0138,28.9497,Istanbul,TR
151.135.217.172,38.4127,27.1384,İzmir,TR
88.251.142.50,39.9199,32.8543,Ankara,TR
